Quartier,Commune,Etage,Superficie,Piece,Electricite,Gaz,Eau,Acte notarie,Jardin,Livret foncier,Meuble,Garage,Prix
centre ville ,Baraki,1.0,100,3.0,0,0,0,0,0,0,0,0,4950.0
2004 logements,Baraki,3.0,86,4.0,1,1,1,0,0,0,0,0,2600.0
2004 logts,Baraki,5.0,120,5.0,1,1,1,0,0,0,0,0,2000.0
Eucalyptus,Baraki,1.0,71,3.0,1,1,1,1,0,0,0,1,2500.0
2004 Logements,Baraki,5.0,100,5.0,1,1,1,1,0,0,0,0,3200.0
Rue de fontain,Belouizdad,2.0,50,2.0,1,1,1,1,0,1,0,0,1250.0
Mohamed bouchnefa,Belouizdad,5.0,33,2.0,1,1,1,1,0,1,0,0,1200.0
belcourt ,Belouizdad,3.0,50,2.0,1,1,1,1,0,1,0,0,2500.0
centre,Belouizdad,2.0,75,3.0,1,1,1,1,0,1,0,0,2500.0
ruisseaux,Belouizdad,7.0,73,3.0,1,1,1,1,0,0,0,0,2000.0
belcourt,Belouizdad,5.0,47,3.0,1,1,1,0,0,0,0,0,2700.0
Belcour,Belouizdad,1.0,65,3.0,1,1,1,0,0,0,0,0,2700.0
1 mai,Belouizdad,7.0,56,3.0,1,1,1,1,0,0,1,1,2800.0
belouizdad,Belouizdad,10.0,70,2.0,1,1,1,0,0,0,0,0,1600.0
rue darwin,Belouizdad,3.0,89,3.0,0,0,0,0,0,0,0,0,2200.0
recidence el djawhara,Belouizdad,1.0,80,3.0,1,1,1,1,0,1,0,0,2200.0
Alle des muriers ,Belouizdad,1.0,99,4.0,1,1,1,1,0,1,0,0,1150.0
Mohamed zekkal,Belouizdad,3.0,83,3.0,1,1,1,1,0,1,0,0,1700.0
belcourt,Belouizdad,4.0,54,3.0,1,1,1,1,0,0,0,0,1700.0
rue 43 Mohamed layachi ,Belouizdad,1.0,112,5.0,1,1,1,1,0,1,0,0,2400.0
ruisseau,Belouizdad,3.0,110,4.0,1,1,1,1,0,1,0,1,2200.0
Calme,Belouizdad,13.0,51,3.0,1,1,1,1,0,1,0,0,2500.0
Med Belouizdad,Belouizdad,7.0,90,3.0,1,1,1,1,0,1,0,0,2200.0
Ruisseau,Belouizdad,7.0,68,4.0,1,1,1,1,0,0,1,0,3000.0
LAFARGE Angle Rue Hassiba Ben Bouali/Rue des Fusills.Carrefour des Fusills,Belouizdad,9.0,85,4.0,1,1,1,1,0,1,0,0,4400.0
Chaumaunef 01 mai,Belouizdad,7.0,58,3.0,1,1,1,0,0,0,1,1,2900.0
nacira nounou,Belouizdad,4.0,87,4.0,1,1,1,0,0,0,0,0,2500.0
BELCOURT,Belouizdad,1.0,40,2.0,1,1,1,0,0,0,0,0,2500.0
rouisseau,Belouizdad,3.0,58,3.0,1,1,1,0,0,0,0,0,2600.0
mackley,Ben Aknoun,8.0,160,4.0,1,1,1,1,0,0,0,1,2200.0
Cit 360 Logts,Ben Aknoun,3.0,85,3.0,1,1,1,0,0,0,0,0,1600.0
chemin mackley ,Ben Aknoun,5.0,90,3.0,1,1,1,0,0,0,1,0,3200.0
ben aknoun,Ben Aknoun,2.0,95,4.0,1,1,1,1,1,0,0,0,2400.0
360 logements ben aknoun,Ben Aknoun,3.0,90,3.0,1,1,1,0,0,0,0,0,3600.0
Cit 360 logts,Ben Aknoun,5.0,114,5.0,0,0,0,0,0,0,0,0,1500.0
Cit Les Asfodel,Ben Aknoun,5.0,78,4.0,1,1,1,1,0,0,0,0,1600.0
les 2 bassins,Ben Aknoun,3.0,160,4.0,1,1,1,0,0,0,0,0,1800.0
mackley,Ben Aknoun,8.0,141,4.0,1,1,1,1,0,0,0,1,2500.0
Cite Malki,Ben Aknoun,6.0,70,3.0,1,1,1,0,0,0,0,0,1850.0
Les asphodels,Ben Aknoun,14.0,115,3.0,1,1,1,1,0,1,0,1,1600.0
RESIDENCE DEUX BASSINS SAHRAOUI,Ben Aknoun,3.0,165,4.0,1,1,1,1,0,0,0,1,1300.0
Rsidence. A MACKLYI ,Ben Aknoun,4.0,110,4.0,1,0,0,1,0,1,0,1,1700.0
said hamdine,Ben Aknoun,6.0,75,3.0,0,0,0,1,0,0,0,0,2100.0
ouad romane,Ben Aknoun,3.0,132,5.0,1,1,1,0,0,0,0,1,2900.0
 ben AKNOUN ,Ben Aknoun,5.0,116,5.0,1,1,1,1,0,1,0,0,3200.0
oued romane ,Ben Aknoun,4.0,130,5.0,1,1,1,0,0,0,0,1,2000.0
Cit 360 logements,Ben Aknoun,3.0,86,3.0,1,1,1,0,0,0,1,0,2300.0
les asphodelles,Ben Aknoun,4.0,85,4.0,1,1,1,0,0,0,0,0,3500.0
RESIDENCE LES PINS,Ben Aknoun,4.0,105,4.0,1,1,1,1,0,1,0,1,3000.0
BEN AKNOUN,Ben Aknoun,2.0,150,4.0,1,1,1,1,0,0,0,0,1000.0
Rsidence sahraoui deux bassins oued roman ,Ben Aknoun,1.0,150,4.0,1,1,1,0,0,0,0,0,1900.0
les asphodles,Ben Aknoun,5.0,100,4.0,1,1,1,0,0,0,1,0,2000.0
Les asphodele,Ben Aknoun,6.0,65,3.0,1,1,1,1,0,1,0,0,2900.0
chemin mackley ,Ben Aknoun,2.0,130,3.0,1,1,1,0,0,0,0,0,2600.0
Rsidence deux bassins sahraoui,Ben Aknoun,4.0,117,3.0,1,1,1,1,0,1,1,1,2100.0
 Sahraoui les deux bassins,Ben Aknoun,3.0,157,4.0,1,1,1,1,0,1,0,1,2700.0
Rsidence sahraoui 2 basins,Ben Aknoun,3.0,160,4.0,1,1,1,1,0,0,0,1,2500.0
LES  2 BASSINS SAHRAOUI,Ben Aknoun,3.0,180,4.0,1,1,1,1,1,1,0,0,1000.0
Rsidence sahraoui les deux bassins prs Tls contact,Ben Aknoun,2.0,125,3.0,0,0,0,0,0,0,0,0,2500.0
ben aknoun,Ben Aknoun,1.0,120,3.0,1,1,1,1,0,1,0,1,2400.0
Quartier residentiel,Ben Aknoun,1.0,88,4.0,1,1,1,1,0,1,1,0,1650.0
centre ville,Ben Aknoun,6.0,80,3.0,1,1,1,1,0,0,0,0,2300.0
Les asphodles ,Ben Aknoun,1.0,80,4.0,0,0,0,1,0,1,0,0,3500.0
city malki,Ben Aknoun,1.0,100,4.0,1,1,1,1,0,0,0,0,2400.0
Doudou Mokhtar,Ben Aknoun,1.0,137,4.0,1,1,1,1,1,1,0,1,1500.0
LES DEUX BASSINS,Ben Aknoun,4.0,117,3.0,1,1,1,1,0,0,0,0,2800.0
LES DEUX BASSINS,Ben Aknoun,4.0,117,3.0,1,1,1,1,0,1,0,0,3000.0
Rsidence sahraoui les deux bassins prs TLS  Contact,Ben Aknoun,4.0,130,3.0,0,0,0,0,0,0,0,0,2200.0
cit 360 logts,Ben Aknoun,3.0,76,3.0,0,0,0,1,0,1,0,0,2300.0
360 logement ,Ben Aknoun,3.0,90,3.0,0,0,0,0,0,0,0,0,1700.0
Cit 360 logts,Ben Aknoun,4.0,125,4.0,0,0,0,0,0,0,0,0,2800.0
Cit 360 logts,Ben Aknoun,3.0,90,3.0,0,0,0,0,0,0,0,0,2800.0
Calme,Ben Aknoun,1.0,90,3.0,1,1,1,0,0,0,0,0,1500.0
cit 48 logts,Ben Aknoun,1.0,82,3.0,0,0,0,0,0,0,0,0,2300.0
Chteau neuf,Ben Aknoun,3.0,78,3.0,1,1,1,0,0,0,0,0,2200.0
Cit malki,Ben Aknoun,8.0,75,3.0,1,1,1,0,0,0,0,0,2200.0
360legment ,Ben Aknoun,5.0,85,3.0,1,1,0,0,1,0,0,0,2700.0
PLF cot sahraoui,Ben Aknoun,6.0,99,3.0,1,1,1,0,0,0,0,0,1550.0
Cit 360 logts,Ben Aknoun,5.0,85,3.0,0,0,0,0,0,0,0,0,2200.0
Rsidence Mc Ley,Ben Aknoun,4.0,115,4.0,1,1,1,0,0,0,0,0,3500.0
cite des 360 logts,Ben Aknoun,5.0,170,5.0,1,1,1,0,0,0,0,0,4000.0
ben aknoun,Ben Aknoun,5.0,140,4.0,1,1,1,0,0,0,0,1,1600.0
Calme,Ben Aknoun,5.0,75,3.0,1,1,1,0,0,0,0,0,2100.0
les asphodeles,Ben Aknoun,3.0,77,3.0,1,1,1,1,0,0,0,0,2400.0
Calme,Ben Aknoun,1.0,95,4.0,1,1,1,0,1,0,1,1,2350.0
Cit 360 logts,Ben Aknoun,1.0,76,3.0,0,0,0,0,0,0,0,0,2300.0
chemin mackley,Ben Aknoun,2.0,120,4.0,1,1,1,0,1,0,0,1,2400.0
RESIDENTIEL,Ben Aknoun,4.0,145,4.0,1,1,1,0,0,0,0,1,2100.0
360 logts,Ben Aknoun,5.0,90,3.0,0,0,0,0,0,0,0,0,2600.0
Devant l'hopital,Beni Messous,4.0,64,3.0,1,1,1,0,0,0,0,0,1700.0
ville,Beni Messous,4.0,100,3.0,1,1,1,1,0,1,0,1,1100.0
Beni Messous,Beni Messous,1.0,105,3.0,1,1,1,1,0,1,0,0,1200.0
sidi youcef ,Beni Messous,4.0,59,2.0,1,1,1,1,0,1,0,0,1650.0
en face l'hopital  ( cooperative ),Beni Messous,2.0,110,5.0,1,1,1,0,0,0,0,0,1900.0
Cooprative Gai Soleil ,Beni Messous,1.0,51,2.0,1,1,1,1,0,1,0,0,2000.0
Residence el noor,Beni Messous,2.0,114,4.0,1,1,1,0,1,0,0,0,1850.0
cit kmidri route de sidi youcef,Beni Messous,4.0,82,4.0,1,1,1,1,0,0,0,0,1700.0
Residence el noor,Beni Messous,1.0,83,3.0,1,1,1,0,1,0,0,0,1000.0
cit nour ,Beni Messous,3.0,83,3.0,1,1,1,0,0,0,0,0,1300.0
En face hpital,Beni Messous,5.0,46,2.0,1,1,1,0,0,0,0,0,1000.0
Beni Messous,Beni Messous,2.0,138,5.0,0,0,0,0,0,0,0,0,1100.0
ESSAHEL,Beni Messous,1.0,75,2.0,1,1,1,0,0,0,0,0,2100.0
cooperative eddiafa rue ibrahim hadjres ,Beni Messous,4.0,136,5.0,1,1,1,0,0,0,0,1,1300.0
Diafa,Beni Messous,4.0,130,5.0,0,0,0,0,0,0,0,1,1900.0
Sidi youcef,Beni Messous,5.0,74,3.0,1,1,1,0,0,0,0,0,1500.0
Rsidence Les Palmiers,Beni Messous,3.0,147,4.0,1,1,1,1,0,1,0,0,1600.0
Rsidence Les Palmiers,Beni Messous,5.0,150,5.0,1,1,1,0,0,0,1,1,1600.0
Residence el noor,Beni Messous,1.0,96,3.0,1,1,1,0,0,0,0,0,1950.0
Hopital de beni Messous,Beni Messous,3.0,92,4.0,1,1,1,0,0,0,0,1,3000.0
A proximit de lhpital de Beni messous,Beni Messous,1.0,148,4.0,1,1,1,0,0,0,0,0,2000.0
Sidi Youcef ,Beni Messous,2.0,75,3.0,1,1,1,1,0,0,0,0,3500.0
Sidi youcef ,Beni Messous,3.0,78,3.0,1,1,1,1,0,0,0,0,1200.0
sidi youcef ,Beni Messous,2.0,87,3.0,1,1,1,0,0,0,0,0,2500.0
Sidi youcef,Beni Messous,1.0,74,3.0,0,0,0,1,0,0,0,0,2400.0
sidi youcef,Beni Messous,1.0,55,3.0,1,1,1,0,0,0,0,0,1200.0
Hpital bni messous,Beni Messous,3.0,100,4.0,1,1,1,1,0,1,0,1,2500.0
"En Face l, hospital de beni messouse",Beni Messous,2.0,100,4.0,1,1,1,0,0,0,0,0,1520.0
l'hpital ,Beni Messous,4.0,106,4.0,0,0,0,1,0,1,0,0,1200.0
cooperative diafa,Beni Messous,1.0,170,4.0,1,1,1,0,1,0,0,0,1500.0
Beni messous,Beni Messous,3.0,150,4.0,1,1,1,0,0,0,0,1,2200.0
En face l'hopital ,Beni Messous,3.0,92,4.0,1,1,1,0,0,0,0,1,1200.0
sidi youcef,Beni Messous,4.0,52,2.0,1,1,1,1,0,0,0,0,1000.0
Cit Nour,Beni Messous,5.0,154,4.0,1,1,1,1,0,1,0,0,1500.0
cit sallam avant l'hopitale de bni messouse ,Beni Messous,6.0,120,4.0,1,1,1,0,0,0,1,0,1400.0
calme,Beni Messous,2.0,100,4.0,1,1,1,0,0,0,0,1,1500.0
Sidi youcef,Beni Messous,5.0,79,3.0,1,1,1,0,0,0,1,0,1500.0
cooperative diafa,Beni Messous,2.0,135,5.0,1,1,1,0,0,0,0,1,1600.0
  ,Beni Messous,1.0,50,2.0,1,1,1,0,0,0,0,0,1400.0
Sidi Youcef,Beni Messous,1.0,60,3.0,1,1,1,0,0,0,1,0,1600.0
les sources,Bir Mourad Rais,1.0,135,4.0,1,1,1,0,0,0,0,1,1500.0
Promotion Abraj Essaada,Bir Mourad Rais,8.0,125,3.0,0,0,0,1,0,1,0,0,1500.0
les vergers,Bir Mourad Rais,10.0,107,3.0,1,1,1,0,0,0,0,0,1100.0
Said hamdine.,Bir Mourad Rais,3.0,117,3.0,1,1,1,1,0,1,0,0,1300.0
Les sources ,Bir Mourad Rais,2.0,55,2.0,0,0,0,0,0,0,0,0,1300.0
Said Hamdine,Bir Mourad Rais,1.0,68,3.0,1,1,1,1,0,0,0,0,1300.0
Les sources,Bir Mourad Rais,3.0,135,4.0,1,1,1,1,0,1,1,0,2000.0
La concorde,Bir Mourad Rais,3.0,71,4.0,1,1,1,1,0,1,0,0,2500.0
les sources krim belkacem,Bir Mourad Rais,5.0,60,2.0,1,1,1,1,0,1,0,0,1200.0
Sliman amirat ,Bir Mourad Rais,3.0,116,4.0,1,1,1,0,0,1,0,0,2000.0
les s,Bir Mourad Rais,2.0,115,3.0,1,1,1,0,0,0,1,1,3800.0
la concorde ,Bir Mourad Rais,2.0,35,3.0,1,1,1,1,0,0,0,0,1200.0
Said Hamdine Cit EPLF,Bir Mourad Rais,1.0,95,4.0,1,1,1,1,0,1,0,0,1200.0
Said hamdine,Bir Mourad Rais,8.0,98,3.0,1,1,1,0,0,0,0,0,1500.0
les vergers,Bir Mourad Rais,2.0,100,4.0,1,1,1,1,1,0,0,1,2300.0
Residance prive ,Bir Mourad Rais,13.0,125,4.0,1,1,1,1,0,0,0,0,2300.0
Les vergers ,Bir Mourad Rais,2.0,72,3.0,1,1,1,1,0,1,0,0,2400.0
cidi yahya,Bir Mourad Rais,13.0,98,4.0,0,0,0,0,0,0,0,0,1900.0
SAID HAMDINE Cit 380 logements( a ct la fac de droit et derrire le sige  de ADDL ),Bir Mourad Rais,5.0,70,3.0,1,1,1,1,0,0,0,0,1500.0
LES VERGERS ,Bir Mourad Rais,4.0,130,5.0,1,1,1,1,0,1,0,0,1950.0
Hai El Bassatine (ex Les Verges),Bir Mourad Rais,6.0,104,3.0,0,0,0,0,0,1,0,0,1600.0
BOIS DES PINS ,Bir Mourad Rais,3.0,65,3.0,1,1,1,1,0,1,0,0,1700.0
HAI  EL BASSATINE (ex LES VERGERS ).,Bir Mourad Rais,11.0,107,3.0,1,1,1,0,0,1,0,0,1900.0
COMPLEXE P T T ,Bir Mourad Rais,3.0,65,3.0,1,1,1,1,0,1,0,0,1100.0
SAID HAMDINE ,Bir Mourad Rais,5.0,90,3.0,1,1,1,1,0,1,0,0,1090.0
La concorde,Bir Mourad Rais,3.0,72,4.0,1,1,1,1,0,1,0,0,2100.0
les sources,Bir Mourad Rais,5.0,65,2.0,1,1,1,1,0,0,0,0,1800.0
Said Hamdine,Bir Mourad Rais,1.0,100,4.0,1,1,1,1,0,1,0,0,1200.0
Hai El Bassatine (ex Les Verges),Bir Mourad Rais,6.0,134,4.0,0,0,0,0,0,1,0,0,2400.0
Sidi yahia,Bir Mourad Rais,1.0,90,3.0,1,1,1,1,1,1,0,0,1100.0
Les source,Bir Mourad Rais,1.0,127,4.0,1,1,1,1,0,0,0,1,1250.0
les vergers,Bir Mourad Rais,4.0,80,3.0,1,1,1,0,0,0,0,0,1400.0
Les source,Bir Mourad Rais,3.0,96,3.0,1,1,1,1,0,0,0,1,1650.0
Les vergers,Bir Mourad Rais,1.0,75,3.0,1,1,1,1,0,1,0,0,1300.0
les sources ,Bir Mourad Rais,5.0,80,3.0,1,1,1,0,0,0,0,0,1050.0
Les vergers,Bir Mourad Rais,11.0,106,3.0,1,1,1,0,0,0,0,0,2800.0
La concorde ,Bir Mourad Rais,1.0,73,4.0,1,1,1,1,1,0,0,0,1950.0
Said Hamdine 380 logements ,Bir Mourad Rais,3.0,68,4.0,1,1,1,1,0,0,0,0,2200.0
les verges,Bir Mourad Rais,8.0,130,4.0,1,1,1,0,0,0,0,1,2250.0
la cte ,Bir Mourad Rais,5.0,103,3.0,1,1,1,0,0,0,0,0,1800.0
Oued kerma,Bir Mourad Rais,4.0,72,2.0,1,1,1,0,0,0,0,0,1450.0
Les vergers,Bir Mourad Rais,3.0,105,4.0,1,1,1,1,0,1,1,0,1750.0
cite cilla 2 bir mourad rais alger ,Bir Mourad Rais,5.0,70,4.0,1,1,1,1,0,1,0,0,1700.0
En face cevital,Bir Mourad Rais,7.0,156,5.0,1,1,1,1,0,1,0,1,1300.0
Les sources ,Bir Mourad Rais,3.0,100,4.0,1,1,1,0,0,0,0,0,1800.0
SIDI YAHIA,Bir Mourad Rais,5.0,115,4.0,1,1,1,1,0,1,0,0,1600.0
les vergers,Bir Mourad Rais,5.0,110,5.0,1,1,1,1,0,1,0,0,1300.0
les freres BOUADOU,Bir Mourad Rais,5.0,110,5.0,1,1,1,1,0,0,0,1,1600.0
Les vergers,Bir Mourad Rais,3.0,110,5.0,1,1,1,1,0,1,0,0,1600.0
City zoubir,Bir Mourad Rais,10.0,100,4.0,1,1,1,0,0,0,0,0,2100.0
centre ville,Bir Mourad Rais,6.0,110,5.0,1,1,1,1,0,1,0,1,1450.0
 cit la concorde,Bir Mourad Rais,3.0,72,4.0,1,1,1,1,0,1,0,0,1450.0
city zoubir,Bir Mourad Rais,10.0,100,4.0,1,1,1,0,0,0,0,0,1920.0
La concorde ,Bir Mourad Rais,3.0,72,4.0,1,1,1,1,0,1,0,0,2400.0
Les vergers ,Bir Mourad Rais,5.0,70,3.0,0,0,0,0,0,0,0,0,1750.0
tour ennadjah,Bir Mourad Rais,14.0,85,3.0,1,1,1,1,0,1,0,1,2000.0
Les vergers ,Bir Mourad Rais,3.0,110,5.0,1,1,1,1,0,1,0,0,2300.0
Said Hamdine,Bir Mourad Rais,4.0,78,3.0,1,1,1,0,0,0,1,0,1450.0
Said Hamdine,Bir Mourad Rais,1.0,55,2.0,1,1,1,1,1,0,0,0,1600.0
logis postal,Bir Mourad Rais,7.0,73,3.0,1,1,1,1,1,1,0,0,1300.0
SIDI YAHIA,Bir Mourad Rais,5.0,115,4.0,0,0,0,1,0,1,0,0,1900.0
Les tours CNEP,Bir Mourad Rais,2.0,72,3.0,0,0,0,0,0,0,0,0,2300.0
La concord,Bir Mourad Rais,15.0,83,3.0,1,1,1,0,0,0,0,0,1000.0
Krim belkacem,Bir Mourad Rais,8.0,100,4.0,1,1,1,0,0,0,1,0,1200.0
Les source,Bir Mourad Rais,8.0,185,4.0,1,1,1,0,0,0,0,0,1500.0
les sources,Bir Mourad Rais,3.0,98,4.0,1,1,1,0,0,0,0,0,1500.0
Pas loin des archives - bir mourad rais-,Bir Mourad Rais,5.0,105,3.0,1,1,1,0,0,0,0,0,1500.0
Source,Bir Mourad Rais,1.0,120,3.0,0,0,0,1,0,0,0,0,2000.0
les vergers,Bir Mourad Rais,9.0,96,3.0,1,1,1,0,0,0,0,0,1200.0
la concorde,Bir Mourad Rais,2.0,95,5.0,1,1,1,1,0,1,0,0,1000.0
Bir mourad rais,Bir Mourad Rais,5.0,135,4.0,0,0,0,0,0,0,0,0,1300.0
la cote,Bir Mourad Rais,3.0,92,4.0,1,1,1,1,0,1,0,1,1500.0
les vergers,Bir Mourad Rais,4.0,107,4.0,1,1,1,1,0,1,1,0,1800.0
Les vergers /les tours ,Bir Mourad Rais,5.0,71,3.0,0,0,0,1,0,1,0,0,1300.0
CITE LES SOURCES,Bir Mourad Rais,3.0,100,4.0,1,1,1,1,0,1,0,0,1200.0
centre ville,Bir Mourad Rais,7.0,43,2.0,1,1,1,1,0,1,0,0,1850.0
les vergers,Bir Mourad Rais,4.0,120,5.0,1,1,1,1,0,1,0,0,1700.0
SIDI YAHIA,Bir Mourad Rais,14.0,120,4.0,1,1,1,0,0,0,0,0,1300.0
COOP ONALAIT,Bir Mourad Rais,3.0,100,4.0,1,1,1,0,0,0,0,0,1600.0
La Concorde,Bir Mourad Rais,2.0,93,5.0,0,0,0,1,0,1,0,0,1400.0
entre said hamdine et texrain proche universit de droit,Bir Mourad Rais,2.0,110,3.0,1,1,1,1,0,1,0,1,1600.0
les sources,Bir Mourad Rais,8.0,96,4.0,1,1,1,0,0,0,1,0,2000.0
LES VERGER,Bir Mourad Rais,5.0,73,3.0,1,1,1,0,0,0,0,0,1200.0
les vergers,Bir Mourad Rais,3.0,120,4.0,1,1,1,0,0,0,0,0,2000.0
residence nadjah,Bir Mourad Rais,13.0,85,3.0,1,1,1,0,0,0,1,1,1800.0
said hamdine,Bir Mourad Rais,1.0,100,4.0,1,1,1,0,0,0,0,1,1600.0
les vergers,Bir Mourad Rais,1.0,107,4.0,1,1,1,0,0,0,0,0,1550.0
Les verger,Bir Mourad Rais,6.0,130,4.0,1,1,1,0,0,0,0,0,2000.0
Ver sidi yahia,Bir Mourad Rais,2.0,100,3.0,1,1,1,0,0,0,0,1,3200.0
said hamdine,Bir Mourad Rais,4.0,117,4.0,1,1,1,0,0,0,0,0,1800.0
la concorde ,Bir Mourad Rais,2.0,90,3.0,1,1,1,0,0,0,0,0,1700.0
Les sources,Bir Mourad Rais,1.0,150,4.0,1,1,1,0,0,0,0,1,1100.0
les sources ,Bir Mourad Rais,3.0,156,4.0,1,1,1,0,0,0,0,1,1800.0
les sources cite krim belkacem,Bir Mourad Rais,6.0,89,3.0,1,1,1,0,0,0,0,0,1600.0
BEAU SEJOUR LES SOURCES,Bir Mourad Rais,1.0,78,3.0,0,0,0,0,0,0,0,0,1500.0
SAID HAMDINE ,Bir Mourad Rais,3.0,80,3.0,1,1,1,0,0,0,0,0,2000.0
CENTRE DE BIR MOURAD RAIS ,Bir Mourad Rais,6.0,90,3.0,1,1,1,0,0,0,0,1,1800.0
les sources ,Bir Mourad Rais,1.0,70,2.0,1,1,1,0,0,0,0,0,1350.0
Said hamdine,Bir Mourad Rais,1.0,88,3.0,1,1,1,0,0,0,0,0,1480.0
la cote ,Bir Mourad Rais,3.0,250,5.0,1,1,1,0,0,0,0,1,2000.0
Said Hamdine,Bir Mourad Rais,4.0,80,4.0,0,0,0,0,0,0,0,0,1200.0
cite concorde,Bir Mourad Rais,6.0,75,4.0,0,0,0,0,0,0,0,0,1700.0
Safsafa,Birkhadem,1.0,112,4.0,0,0,0,0,0,0,0,0,2000.0
Birkhadem ,Birkhadem,4.0,160,5.0,0,0,0,1,0,1,0,1,1050.0
Myralaise,Birkhadem,2.0,75,3.0,1,1,1,0,0,0,0,1,1750.0
Djnane Sfari,Birkhadem,3.0,120,4.0,1,1,1,0,0,0,0,0,2350.0
Les vergers. Coop el fallah,Birkhadem,6.0,120,4.0,1,1,1,1,1,0,0,1,1350.0
sorical ,Birkhadem,4.0,80,3.0,1,1,1,1,0,0,0,0,1300.0
Tahar bouchat,Birkhadem,4.0,58,2.0,1,1,1,1,0,0,0,0,2000.0
djenen sfari,Birkhadem,1.0,105,3.0,0,0,0,1,0,1,0,0,1600.0
Bitavi juste devant diar el rahms,Birkhadem,2.0,85,3.0,1,1,1,1,0,1,0,0,2000.0
Djenan sfari,Birkhadem,1.0,57,2.0,1,1,1,0,0,0,0,0,1400.0
verger (cot onalait ),Birkhadem,3.0,104,4.0,1,1,1,1,0,1,0,0,1200.0
djnane sfari,Birkhadem,2.0,60,3.0,1,1,1,1,1,0,0,0,2000.0
Les vergers,Birkhadem,6.0,93,4.0,1,1,1,1,0,1,0,0,2000.0
les vergers ,Birkhadem,5.0,70,3.0,1,1,1,1,0,1,0,0,1000.0
LES VERGERS,Birkhadem,1.0,88,4.0,1,1,0,0,1,1,0,0,1300.0
les vergers,Birkhadem,1.0,72,3.0,1,1,1,1,0,1,0,0,1350.0
Zinka (SORICAL) 804 lgts,Birkhadem,3.0,93,4.0,1,1,1,1,0,0,0,0,1600.0
RESIDENCE EL FALLAH. LES VERGERS,Birkhadem,3.0,105,4.0,1,1,0,1,0,0,0,0,2000.0
cit azhar 2 ,Birkhadem,3.0,70,3.0,1,1,1,1,0,0,0,0,2300.0
Djanene sfari,Birkhadem,4.0,113,4.0,1,1,1,0,0,0,0,1,1850.0
promotion jnen sfari,Birkhadem,2.0,80,3.0,1,1,1,1,0,0,0,1,2000.0
Centre ville ,Birkhadem,1.0,60,3.0,1,1,1,1,0,1,0,0,1500.0
DJENAN SFARI,Birkhadem,5.0,155,5.0,1,1,1,0,0,0,0,1,1850.0
Djenan sfari,Birkhadem,5.0,75,3.0,1,1,1,1,1,0,0,0,1000.0
djenan sfari ,Birkhadem,5.0,155,5.0,1,1,1,0,0,0,0,1,1400.0
Birkhadem,Birkhadem,8.0,79,3.0,1,1,1,1,0,1,0,0,1300.0
BABA ALI,Birkhadem,5.0,70,3.0,1,1,1,1,0,0,0,0,1700.0
Rsidence el nasr,Birkhadem,1.0,200,3.0,1,1,1,1,1,1,0,0,1600.0
Cooprative el salem birkhadem,Birkhadem,4.0,130,4.0,1,1,1,0,0,0,0,0,1300.0
Les Vergers,Birkhadem,4.0,130,5.0,0,0,0,1,0,1,0,0,1850.0
LES VERGERS ,Birkhadem,5.0,107,4.0,1,1,1,0,0,0,0,0,1700.0
Les vergers ,Birkhadem,3.0,90,4.0,1,1,1,0,0,0,0,0,1000.0
Les vergers ,Birkhadem,3.0,120,4.0,1,1,1,1,0,0,0,0,1500.0
les vergers ,Birkhadem,1.0,110,4.0,0,0,0,1,0,1,0,0,1800.0
BIRMOURAD RAIS,Birkhadem,7.0,70,3.0,0,0,0,0,0,0,0,0,1100.0
les vergers el falah ,Birkhadem,6.0,94,4.0,1,1,1,1,0,0,1,0,1800.0
Rsidence le jacaranda (Tikesraine),Birkhadem,5.0,132,4.0,1,1,1,1,1,1,0,1,2400.0
"RESIDENCE EL KERMA ""AFAK""",Birkhadem,1.0,110,4.0,1,1,1,1,0,0,0,0,1150.0
Les vergers ,Birkhadem,5.0,100,4.0,0,0,0,0,0,0,0,0,1700.0
Les vergers ,Birkhadem,3.0,100,4.0,1,1,1,0,0,0,0,0,1000.0
804 logt ( cit sorical),Birkhadem,1.0,75,3.0,1,1,1,1,0,0,0,0,1600.0
Texraine ,Birkhadem,4.0,73,3.0,0,0,0,0,0,0,0,1,1300.0
Rsidence lina texraiene ,Birkhadem,1.0,92,3.0,1,1,1,1,0,1,0,0,1650.0
Texraine ,Birkhadem,4.0,110,4.0,1,1,1,0,0,0,1,0,1400.0
DJENAN EL SFARI,Birkhadem,1.0,84,3.0,1,1,1,1,0,1,0,0,1300.0
 ,Birkhadem,1.0,140,4.0,0,0,0,0,0,0,0,0,2000.0
birkhadem les vergers,Birkhadem,6.0,100,4.0,1,1,1,1,0,0,1,0,1300.0
djnen sfari,Birkhadem,7.0,115,3.0,1,1,1,1,1,1,1,1,1800.0
leverger,Birkhadem,4.0,100,5.0,0,0,0,0,0,0,0,0,1000.0
Rsidence AFAK Birkhadem,Birkhadem,5.0,85,3.0,1,1,1,0,0,0,0,0,2300.0
les vergers  el falah ,Birkhadem,6.0,100,4.0,1,1,1,1,0,0,0,0,1400.0
cot lonali,Birkhadem,6.0,110,4.0,0,0,0,0,0,0,0,0,1400.0
Djenan sfari,Birkhadem,5.0,68,3.0,1,1,1,1,0,0,0,0,1500.0
les vergers ,Birkhadem,6.0,100,4.0,1,1,1,1,0,0,0,0,1300.0
Djnan sfari,Birkhadem,4.0,80,3.0,1,1,1,1,0,1,0,0,1800.0
